,eco,opening,white,black,white_elo,black_elo,result,time_control,termination,date,moves,num_moves
31,D02,,maximaan,siisiainen,302,202,0-1,180,siisiainen won on time,2025.06.17,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Nf3', 'h6', 'Bd3', 'g5', 'Bg3', 'Bg7', 'h3', 'g4', 'hxg4', 'Nxg4', 'Ne5', 'Ncxe5', 'dxe5', 'Bxe5', 'Bxe5', 'Nxe5', 'Bb5+', 'c6', 'Ba4', 'b5', 'Bb3', 'a5', 'a3', 'a4', 'Ba2', 'Qd6', 'Rh5', 'f6', 'Nc3', 'Bg4', 'f3', 'Bxh5', 'g4', 'Bg6', 'f4', 'Nc4', 'Bxc4', 'bxc4', 'Nxa4', 'Rxa4', 'c3', 'O-O', 'Qxa4', 'Be4', 'b3', 'cxb3', 'Qxb3', 'Bf3', 'Kf2', 'Bxg4', 'c4', 'dxc4', 'Qxc4+', 'Kh7', 'Qc2+', 'Kh8', 'Qg6', 'Qd2+', 'Kg3', 'f5', 'Qxh6+', 'Kg8', 'Qg5+', 'Kf7', 'e4', 'fxe4', 'Qxg4', 'e3', 'Qf5+', 'Kg7', 'Qg4+', 'Kf7', 'Qf5+', 'Ke8', 'Qh5+', 'Kd8', 'a4', 'e2', 'a5', 'e1=Q+', 'Rxe1', 'Qxe1+', 'Kg4', 'Qg3+']",90
32,B10,,siisiainen,maximaan,212,271,1-0,180,siisiainen won by checkmate,2025.06.17,"['e4', 'c6', 'Nf3', 'd5', 'Ne5', 'Nh6', 'exd5', 'cxd5', 'Qh5', 'g6', 'Qf3', 'e6', 'Bb5+', 'Bd7', 'Bd3', 'Bd6', 'Ng4', 'Bf8', 'Nc3', 'Bg7', 'Bb5', 'Bxb5', 'Nxb5', 'Nd7', 'd4', 'e5', 'Bxh6', 'Bxh6', 'Nxh6', 'a6', 'Qxf7#']",31
33,D00,,maximaan,siisiainen,245,221,0-1,180,siisiainen won on time,2025.06.17,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Bd3', 'h6', 'h3', 'g5', 'Bh2', 'Ne4', 'Nc3', 'Nxc3', 'bxc3', 'Bg7', 'c4', 'dxc4', 'Bxc4', 'a6', 'Qf3', 'b5', 'Qxf7+', 'Kd7', 'Qxg7', 'bxc4', 'Nf3', 'Nb4', 'O-O', 'Nxc2', 'Rac1', 'Na3', 'Rc3', 'Qg8', 'Qxg8', 'Rxg8', 'Rxa3', 'Rb8', 'Ne5+', 'Ke6', 'e4', 'Rb2', 'Nxc4', 'Rb4', 'Rc3', 'Kf7', 'a3', 'Ra4', 'Ne5+', 'Kf6', 'Ng4+', 'Kg6', 'Ne5+', 'Kf6', 'Ng4+', 'Ke6', 'Nxh6', 'Rg6', 'Rc6+', 'Kd7', 'Rxg6', 'Rxd4', 'f3', 'Rd3', 'Rxg5', 'Rxa3', 'Rd5+', 'Ke8', 'Rf5', 'Bxf5', 'exf5', 'a5', 'h4', 'c5', 'h5', 'c4', 'Nf7', 'c3', 'h6', 'c2', 'h7', 'c1=Q', 'Ng5', 'Qxf1+', 'Kxf1', 'Ra1+']",86
34,B10,,siisiainen,maximaan,230,222,1-0,180,siisiainen won by checkmate,2025.06.17,"['e4', 'c6', 'Nf3', 'd5', 'exd5', 'cxd5', 'Nc3', 'e6', 'Bb5+', 'Bd7', 'Bd3', 'a6', 'h3', 'Bb5', 'Bxb5+', 'axb5', 'Nxb5', 'Ra5', 'a4', 'Ne7', 'd4', 'Nf5', 'Bf4', 'Bd6', 'Nxd6+', 'Nxd6', 'Bxd6', 'Qxd6', 'Qd2', 'Nc6', 'c3', 'O-O', 'b4', 'Raa8', 'O-O', 'b6', 'Qd3', 'Ra7', 'Ng5', 'h6', 'Qh7#']",41
35,D00,,maximaan,siisiainen,202,238,0-1,180,siisiainen won by checkmate,2025.06.17,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Bd3', 'h6', 'Nf3', 'g5', 'O-O', 'gxf4', 'exf4', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'Ne4', 'Bxe4', 'dxe4', 'Qxe4', 'Qd6', 'f5', 'O-O-O', 'Nc3', 'Rg8', 'Rae1', 'Bg7', 'Nd5', 'Bxd4', 'Nxe7+', 'Nxe7', 'f6', 'Bxf6', 'c4', 'Rg7', 'Rb1', 'Rdg8', 'g4', 'h5', 'f3', 'Ng6', 'Rbd1', 'Qe5', 'Qxe5', 'Bxe5', 'f4', 'Nxf4', 'h4', 'Rxg4+', 'Kf2', 'Rxh4', 'Ke3', 'f5', 'Rd5', 'Rg3+', 'Kd2', 'Rh2+', 'Ke1', 'Bxb2', 'Rf2', 'Rg1+', 'Rf1', 'Bc3+', 'Kd1', 'Rxf1#']",66
36,B10,,siisiainen,maximaan,245,185,1-0,300,siisiainen won by resignation,2025.06.17,"['e4', 'c6', 'Nf3', 'd5', 'exd5', 'cxd5', 'Nc3', 'e6', 'd4', 'g6', 'Bf4', 'Bg7', 'Qd3', 'Nh6', 'h3', 'Nf5', 'O-O-O', 'Nc6', 'Ne5', 'Nxe5', 'Bxe5', 'Bxe5', 'dxe5', 'Qc7', 'g4', 'Nh4', 'Qg3', 'g5', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'f3', 'd4', 'Ne4', 'h6', 'Nf6+', 'Ke7', 'Nxd7', 'Kxd7', 'Rxd4+', 'Ke7', 'f4', 'Ng6', 'fxg5', 'hxg5', 'Rhd1', 'Rad8', 'Rxd8', 'Rxd8', 'Rxd8', 'Kxd8', 'c4', 'Kd7', 'Qf2', 'Nxe5', 'Qxa7', 'Nxc4', 'Qxb7+', 'Kd6', 'Qxf7', 'Ne5', 'Qf6', 'Kd5', 'Qxg5', 'Kd6', 'a4', 'Nf7', 'Qg7', 'Ne5', 'h4']",71
37,D00,,maximaan,siisiainen,188,244,1/2-1/2,300,Game drawn by timeout vs insufficient material,2025.06.17,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Bd3', 'h6', 'Nf3', 'g5', 'Bg3', 'Bg7', 'h3', 'Ne4', 'Bxe4', 'dxe4', 'Ne5', 'Nxe5', 'dxe5', 'Qxd1+', 'Kxd1', 'O-O', 'a4', 'Rd8+', 'Ke2', 'Rd5', 'f4', 'gxf4', 'Bxf4', 'Bxe5', 'Nc3', 'Bxc3', 'bxc3', 'Bf5', 'Rhd1', 'Rxd1', 'Rxd1', 'Kg7', 'Rd5', 'Be6', 'Re5', 'a5', 'Rxe4', 'Ra6', 'Be5+', 'Kh7', 'g4', 'b5', 'axb5', 'Rb6', 'c4', 'a4', 'c5', 'Rxb5', 'Rxa4', 'Rxc5', 'Bd4', 'Rxc2+', 'Kd3', 'Rh2', 'Ra7', 'Rxh3', 'Rxc7', 'Bxg4', 'Rxe7', 'Kg6', 'Ke4', 'Bf5+', 'Kf4', 'h5', 'Re5', 'Rh4+', 'Kf3', 'f6', 'Re8', 'Rh3+', 'Kf4', 'h4', 'Rf8', 'Bb1', 'Rxf6+', 'Kh5', 'Rf8', 'Rh1', 'Rh8+', 'Kg6', 'Rg8+', 'Kf7', 'Rg5', 'Rf1+', 'Kg4', 'Rg1+', 'Kh5', 'Bg6+', 'Kxh4', 'Rh1+', 'Kg4', 'Rg1+', 'Kf4', 'Rxg5', 'Kxg5', 'Bb1']",102
38,B10,,siisiainen,maximaan,235,208,0-1,300,maximaan won by resignation,2025.06.17,"['e4', 'c6', 'Nc3', 'd5', 'exd5', 'cxd5', 'Nf3', 'e6', 'g3', 'Bd6', 'Bg2', 'Nc6', 'a3', 'b6', 'b4', 'Bb7', 'Bb2', 'Nf6', 'd4', 'Ne4', 'Nxe4', 'dxe4', 'Nd2', 'g6', 'Nxe4', 'Bf8', 'd5', 'Rg8', 'dxc6', 'Bxc6', 'Qxd8+', 'Rxd8', 'a4', 'Bg7', 'Bxg7', 'Rxg7', 'b5', 'Bb7', 'c4', 'f5', 'Nf6+', 'Kf8', 'Bxb7', 'Rxb7', 'O-O', 'Kg7', 'Rfd1', 'Rxd1+', 'Rxd1', 'Kxf6', 'Rd8', 'h5', 'Ra8', 'e5', 'Kg2', 'e4', 'f4', 'e3', 'Kf3', 'Re7', 'Rf8+', 'Kg7', 'Rc8', 'e2']",64
39,D00,,maximaan,siisiainen,226,226,1-0,300,maximaan won by checkmate,2025.06.17,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Bd3', 'h6', 'Nf3', 'g5', 'Bg3', 'Bg7', 'h3', 'h5', 'O-O', 'h4', 'Bh2', 'g4', 'Ne5', 'gxh3', 'Nxc6', 'bxc6', 'Nc3', 'hxg2', 'Kxg2', 'Rg8', 'Kh1', 'h3', 'Rg1', 'Ng4', 'Qf3', 'Be6', 'Bf5', 'Bxf5', 'Qxf5', 'Nxh2', 'Kxh2', 'Qd6+', 'Rg3', 'Rh8', 'Ne2', 'c5', 'Rd1', 'cxd4', 'exd4', 'e6', 'Qd3', 'e5', 'Kh1', 'exd4', 'Rxg7', 'O-O-O', 'Rxf7', 'Rd7', 'Rf6', 'Qe5', 'Rf4', 'Rf7', 'Rxf7', 'Qh2+', 'Kxh2', 'Rf8', 'Rxf8+', 'Kd7', 'Rf6', 'c6', 'Qh7+', 'Ke8', 'Rg6', 'Kf8', 'Rg8#']",71
40,B10,,siisiainen,maximaan,218,242,0-1,300,maximaan won by resignation,2025.06.17,"['e4', 'c6', 'Nf3', 'd5', 'h4', 'e6', 'exd5', 'cxd5', 'Nc3', 'Nc6', 'Bb5', 'Bd7', 'a4', 'Nb4', 'Bxd7+', 'Qxd7', 'Ne5', 'Qe7', 'O-O', 'g6', 'Nd3', 'Bg7', 'Nxb4', 'Qxb4', 'Qe2', 'Qxh4', 'Qb5+', 'Kf8', 'Qxb7', 'Be5', 'Qxa8+', 'Kg7', 'f3', 'Bd4+', 'Rf2', 'Qxf2+', 'Kh2', 'Be5+', 'Kh3', 'Nf6', 'Qxa7']",41
41,B10,,Kingtj246,maximaan,172,254,0-1,180,maximaan won on time,2025.06.17,"['e4', 'c6', 'f4', 'd5', 'Nf3', 'dxe4', 'Bc4', 'exf3', 'O-O', 'Be6', 'gxf3', 'Bxc4', 'f5', 'Bxf1', 'Qxf1', 'Nf6', 'Qd1', 'Qc8', 'Nc3', 'e6', 'Qe1', 'Nd5', 'Nxd5', 'cxd5', 'f6', 'gxf6', 'f4', 'Bg7', 'f5', 'O-O', 'fxe6', 'fxe6', 'd3', 'Re8', 'Qg3', 'f5', 'Bh6', 'Re7', 'Re1', 'Nd7', 'Qg5', 'Qf8', 'a4', 'b6', 'b4', 'Qf6', 'Qxf6', 'Bxf6', 'Kf2', 'Bg7']",50
42,A40,,maximaan,ykvr,241,287,0-1,180,ykvr won on time,2025.06.17,"['d4', 'Nc6', 'e3', 'd5', 'Bd3', 'Nf6', 'f3', 'e5', 'Ne2', 'Bb4+', 'c3', 'Bxc3+', 'bxc3', 'a5', 'e4', 'exd4', 'cxd4', 'dxe4', 'fxe4', 'Nxe4', 'Bxe4', 'Bg4', 'h3', 'Bxe2', 'Qxe2', 'Nxd4', 'Qd1', 'O-O', 'Bb2', 'Ne6', 'Qxd8', 'Rfxd8', 'O-O', 'Rd6', 'Nc3', 'Rad8', 'Nb5', 'Rd2', 'Rab1', 'c6', 'Bc3', 'Rxa2', 'Na7', 'Nf4', 'Rxf4', 'Rf8', 'Ra1', 'Rxa1+', 'Bxa1', 'f6', 'Bb2', 'h6', 'Ba3', 'Re8', 'Bd5+', 'Kh7', 'Nxc6', 'Re1+', 'Kf2', 'Rd1', 'Ke2', 'Rxd5', 'Ke3', 'Rd1', 'Ke2', 'Ra1', 'Ra4', 'Rh1', 'Rxa5', 'Rg1', 'Ra7', 'Rxg2+', 'Kf3', 'Ra2']",74
43,A40,,maximaan,k-india,255,237,1-0,180,maximaan won - game abandoned,2025.06.17,"['d4', 'Na6', 'e4', 'c5', 'c3', 'b6', 'Nd2', 'd6', 'g3']",9
44,A40,,SkinniJimmi,maximaan,272,242,1-0,180,SkinniJimmi won on time,2025.06.17,"['d4', 'c6', 'd5', 'cxd5', 'Qxd5', 'd6', 'Qd4', 'Nf6', 'e4', 'g6', 'e5', 'dxe5', 'Qxd8+', 'Kxd8', 'Be3', 'Bg7', 'Bd3', 'Nc6', 'Nc3', 'Ng4', 'Nf3', 'Nxe3', 'fxe3', 'Bf5', 'O-O', 'e4', 'Rad1', 'exd3', 'Rxd3+', 'Kc7', 'e4', 'Be6', 'Rfd1', 'Rad8', 'Nd5+', 'Bxd5', 'exd5', 'Ne5', 'Nxe5', 'Bxe5', 'c4', 'b6', 'b4', 'Bd6', 'Rc3', 'Bxb4', 'Rb3', 'Bc5+', 'Kf1', 'h5', 'h3', 'g5', 'a4', 'g4', 'hxg4', 'hxg4', 'g3', 'Rh3', 'Kg2', 'Rhh8', 'a5', 'bxa5', 'Rdb1', 'Rb8', 'd6+', 'Kxd6', 'Rd1+', 'Kc7', 'Rc3', 'a4', 'Rd5', 'a3', 'Rxc5+', 'Kb6', 'Rb5+', 'Kc6', 'Rxa3', 'Rxb5', 'Rxa7', 'Rb1', 'Ra5', 'Rc1', 'c5']",83
45,A40,,maximaan,JohnSix6,254,219,1-0,300,maximaan won by resignation,2025.06.17,"['d4', 'c6', 'Bf4', 'Qa5+', 'c3', 'Qf5', 'e3', 'g5', 'Bg3', 'h5', 'h3', 'h4', 'Bh2', 'g4', 'Ne2', 'Bh6', 'g3', 'Bxe3', 'fxe3', 'Qf3', 'Rg1', 'Qxe3', 'gxh4', 'Rxh4', 'Bg2', 'Rxh3', 'Bxh3', 'Qxh3', 'Rh1', 'g3', 'Nxg3', 'Nf6', 'Qe2', 'd6', 'Nd2', 'Bg4', 'Nf3', 'Na6', 'O-O-O', 'Kd7', 'a3', 'Nd5', 'c4', 'Nf4', 'Qe4', 'Qg2', 'Rdg1', 'f5', 'Nxf5', 'Bxf5', 'Qxf5+', 'Ke8', 'Qxf4', 'Qxf3', 'Qxf3']",55
46,D00,,maximaan,yoram404,241,247,0-1,300,yoram404 won on time,2025.06.17,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Bd3', 'Bg4', 'Be2', 'Bxe2', 'Qxe2', 'Nb4', 'Qb5+', 'c6', 'Qxb4', 'Ne4', 'Nd2', 'e6', 'Nxe4', 'dxe4', 'Qc3', 'Bd6', 'Bxd6', 'Qxd6', 'Ne2', 'O-O', 'Ng3', 'e5', 'Nxe4', 'Qg6', 'f3', 'Qxg2', 'O-O-O', 'Qxf3', 'Nd6', 'Rad8', 'Nxb7', 'Rd7', 'Nc5', 'Rd5', 'e4', 'Qxc3', 'bxc3', 'Rd6', 'dxe5', 'Rxd1+', 'Rxd1', 'Re8', 'Rd6', 'Rc8', 'Na6', 'h6', 'Nb4', 'c5', 'Na6', 'Re8', 'Nxc5', 'Rxe5', 'Nb7', 'Rxe4', 'Ra6', 'f5', 'Nc5', 'Re1+', 'Kb2', 'Re7', 'Nd3', 'g5', 'c4', 'Rf7', 'c5', 'f4', 'Ne5', 'Re7', 'Ng6', 'Rc7', 'c6', 'Kf7', 'Ne5+', 'Ke6', 'Nc4', 'f3', 'Nd2', 'f2', 'c4', 'Kd6', 'Kb3', 'Kc5', 'Ka4', 'Rxc6', 'Rxc6+', 'Kxc6', 'Ka5', 'Kc5', 'Ka6', 'Kd4', 'Kxa7', 'Kd3', 'c5', 'Kxd2', 'c6', 'f1=Q']",102
47,B10,,olxnn,maximaan,255,254,0-1,300,maximaan won by resignation,2025.06.17,"['e4', 'c6', 'f3', 'd5', 'exd5', 'cxd5', 'Ne2', 'e6', 'Nd4', 'Bd7', 'Bd3', 'Nc6', 'O-O', 'Nxd4']",14
48,A40,,maximaan,raiyanking01,254,245,1/2-1/2,300,Game drawn by timeout vs insufficient material,2025.06.17,"['d4', 'e5', 'Bf4', 'exf4', 'e3', 'g5', 'Nf3', 'g4', 'Ne5', 'g3', 'hxg3', 'fxg3', 'Rh3', 'gxf2+', 'Kxf2', 'Nh6', 'g3', 'd6', 'Bg2', 'dxe5', 'Na3', 'Ng4+', 'Kg1', 'exd4', 'Qxd4', 'Bd7', 'Qe4+', 'Be6', 'Qxb7', 'Nd7', 'Qxa8', 'Qxa8', 'Bxa8', 'Nxe3', 'g4', 'Bxg4', 'Rxe3+', 'Be7', 'Bc6', 'Rg8', 'Bxd7+', 'Kxd7', 'Nb5', 'Be2+', 'Kf2', 'Bxb5', 'Rd1+', 'Bd6', 'Rb3', 'Bc6', 'Rbd3', 'Rg2+', 'Ke3', 'Rxc2', 'Rb1', 'Bb5', 'Rd2', 'Rc5', 'b4', 'Rc3+', 'Kd4', 'Rc4+', 'Kd3', 'Rxb4+', 'Kc2', 'Ba4+', 'Kc1', 'Rc4+', 'Kb2', 'Kc8', 'a3', 'Bf4', 'Rc1', 'Rxc1', 'Kxc1', 'Bxd2+', 'Kxd2', 'Kb7', 'Ke2', 'Kb6', 'Kf2', 'Ka5', 'Kg3', 'c5', 'Kf2', 'c4', 'Ke2', 'c3', 'Ke1', 'c2', 'Kd2', 'h5', 'Kc1', 'h4', 'Kd2', 'h3', 'Ke1', 'h2', 'Kd2', 'h1=Q', 'Kc3', 'f6', 'Kd4', 'f5', 'Ke3', 'c1=Q+', 'Kd4', 'Qxa3', 'Ke5', 'Bc2', 'Kf6', 'Qa4', 'Kg5', 'Qb5', 'Kf6', 'Qh5', 'Ke6', 'Qb6+', 'Ke5', 'Qh4', 'Kd5', 'f4', 'Ke5', 'f3', 'Kd5', 'Qh5+', 'Kc4']",127
49,B10,,neelus72,maximaan,229,265,0-1,300,maximaan won by resignation,2025.06.17,"['e4', 'c6', 'Nf3', 'd5', 'Nc3', 'e6', 'exd5', 'cxd5', 'd4', 'b6', 'Bf4', 'Bb7', 'Bb5+', 'Nc6', 'Ne5', 'Ne7', 'Bg5', 'f6', 'Nxc6', 'Nxc6', 'Bxc6+', 'Bxc6', 'Bf4', 'Bd6', 'Bxd6', 'Qxd6', 'Qh5+', 'g6', 'Qf3', 'f5', 'O-O', 'O-O', 'Rfe1', 'a6', 'Qe2', 'Bb5', 'Qxe6+', 'Qxe6', 'Rxe6', 'Rae8', 'Re7', 'Rxe7']",42
50,D00,,maximaan,NiedzJamm,276,277,1-0,300,maximaan won - game abandoned,2025.06.17,"['d4', 'd5', 'Bf4', 'Nf6', 'e3', 'Ne4', 'Nh3', 'e5', 'Bxe5', 'Qh4', 'Bg3', 'Qf6', 'Nc3', 'Nxf2', 'Bxf2']",15
51,A00,,enigma12135,maximaan,279,287,0-1,300,maximaan won by checkmate,2025.06.17,"['e3', 'c6', 'e4', 'd5', 'Nc3', 'e6', 'd4', 'b6', 'Qf3', 'Bb7', 'exd5', 'cxd5', 'Nxd5', 'Bxd5', 'Qf4', 'Nc6', 'c3', 'Nf6', 'Be3', 'g6', 'O-O-O', 'Bg7', 'g4', 'Ne4', 'Bd3', 'Nd6', 'Nf3', 'Bc4', 'Bxc4', 'Nxc4', 'Ng5', 'O-O', 'Rhf1', 'Nxe3', 'Rde1', 'Nxf1', 'Rxf1', 'Bh6', 'h4', 'f6', 'Nxe6', 'Bxf4+', 'Kc2', 'Qe7', 'Nxf8', 'Qxf8', 'Re1', 'Re8', 'Rxe8', 'Qxe8', 'g5', 'fxg5', 'hxg5', 'Bxg5', 'b4', 'h5', 'Kb3', 'h4', 'c4', 'Nxd4+', 'Ka3', 'h3', 'b5', 'h2', 'Kb4', 'h1=Q', 'a4', 'Qe7+', 'c5', 'Bd2+', 'Kc4', 'Qe6+', 'Kxd4', 'Qh4+', 'Kd3', 'Qf5+', 'Kxd2', 'Qd4+', 'Ke2', 'Qfxf2#']",80
52,D00,,maximaan,PickleChops22,297,282,1-0,300,maximaan won by resignation,2025.06.17,"['d4', 'd5', 'Bf4', 'Bf5', 'e3', 'e5', 'Bxe5', 'Bb4+', 'c3', 'Ba5', 'Bd3', 'g6', 'Bxf5', 'gxf5', 'Bxh8', 'Ne7', 'Qa4+', 'Qd7', 'Qxa5', 'Na6', 'Na3', 'Ng6', 'Be5', 'Nxe5', 'dxe5', 'f4', 'exf4', 'h5', 'g3', 'Ke7', 'Nf3', 'Ke6', 'O-O', 'Kf5', 'Nc2', 'Kg4', 'Kg2', 'h4', 'Nb4', 'Nxb4', 'Qxb4', 'hxg3', 'fxg3', 'a5', 'Qd4', 'b6', 'Qd1', 'c5', 'e6', 'Qxe6', 'Ng5+']",51
53,A40,,maximaan,Segrande,306,250,1-0,300,maximaan won on time,2025.06.17,"['d4', 'e5', 'c3', 'd5', 'e3', 'Nc6', 'Nf3', 'exd4', 'cxd4', 'Nf6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Bb4+', 'Bd2', 'Ne4', 'Bxb4', 'Nxb4', 'a3', 'Nc6', 'O-O', 'f5', 'Nc3', 'Nxc3', 'bxc3', 'a5', 'a4', 'g5', 'axb5', 'Ne7', 'Ba4', 'g4', 'Ne5', 'Qd6', 'Qb1', 'Bd7', 'b6', 'Bxa4', 'b7', 'Rb8', 'Rxa4', 'O-O', 'Rxa5', 'Qc6', 'Ra7', 'Qd6', 'f3', 'gxf3', 'Rxf3', 'Ng6', 'Nxg6', 'hxg6', 'Rg3', 'f4', 'Rxg6+', 'Qxg6', 'Qxg6+', 'Kh8', 'Qh6+', 'Kg8', 'Qe6+', 'Rf7', 'Qxd5', 'fxe3', 'Ra8', 'Rxa8', 'bxa8=Q+', 'Kg7', 'Qe5+', 'Rf6', 'Qxc7+', 'Rf7', 'Qxf7+', 'Kxf7', 'd5', 'e2', 'Qa1', 'Ke7', 'Qe1', 'Kd6', 'Qxe2', 'Kxd5', 'Qd2+', 'Kc4', 'Qd4+']",87
54,D00,,maximaan,saturn_gazelle,297,327,0-1,300,saturn_gazelle won on time,2025.06.17,"['d4', 'd5', 'Bf4', 'e5', 'Bxe5', 'f6', 'Bg3', 'Nc6', 'e3', 'Nh6', 'Nf3', 'Be7', 'Nc3', 'O-O', 'Nxd5', 'Bb4+', 'Nxb4', 'Nxb4', 'c3', 'Nd5', 'Bc4', 'Be6', 'Nd2', 'a6', 'Ne4', 'b5', 'Bb3', 'Ng4', 'Nc5', 'Bf5', 'h3', 'Nxe3', 'fxe3', 'c6', 'Bc2', 'Nxe3', 'Qf3', 'Nxc2+', 'Kd2', 'Nxd4', 'Ne6', 'Nxe6+', 'Kc1', 'Ng5', 'Qxf5', 'Qe7', 'Bf2', 'Nf7', 'Re1', 'Qd6', 'Re6', 'Qh2', 'Kc2', 'Qxg2', 'Rae1', 'Nh6', 'Qe4', 'Qxe4+', 'R6xe4', 'Nf7', 'Bc5', 'Rfd8', 'Re6', 'Ng5', 'Rxc6', 'Kh8', 'Bb6', 'Rd7', 'b3', 'g6', 'c4', 'b4', 'c5', 'Kg7', 'h4', 'Nh3', 'Re4', 'Kh6', 'Rxb4', 'Re8', 'Kb2', 'Rd2+', 'Ka3', 'Re3', 'Ba5', 'Rd5', 'Rbb6', 'Nf4', 'Rxa6', 'Nd3', 'b4', 'Nxb4+', 'Kxb4', 'Rd4+', 'Kb5', 'Rb3+']",96
55,B10,,Sambacamati,maximaan,305,297,1/2-1/2,300,Game drawn by insufficient material,2025.06.17,"['e4', 'c6', 'Nf3', 'd5', 'd3', 'e6', 'exd5', 'cxd5', 'Nc3', 'Nf6', 'd4', 'b6', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'Ng5', 'h6', 'Nf3', 'Ne4', 'Nxe4', 'dxe4', 'Ne5', 'Qa4', 'Qe2', 'Nc6', 'Nxc6', 'Qxc6', 'Bf4', 'Bd6', 'Bxd6', 'Qxd6', 'Qxe4', 'O-O', 'f3', 'Rfe8', 'c3', 'f5', 'Qe5', 'Qxe5+', 'dxe5', 'Rad8', 'Rd1', 'Rxd1+', 'Kxd1', 'Rd8+', 'Kc1', 'Rd5', 'f4', 'g5', 'fxg5', 'hxg5', 'Re1', 'f4', 'b3', 'g4', 'Re4', 'Kg7', 'Rxf4', 'Rxe5', 'Rxg4+', 'Kf7', 'h4', 'Re1+', 'Kb2', 'Rh1', 'Rf4+', 'Ke7', 'g3', 'e5', 'Re4', 'Ke6', 'c4', 'Kf5', 'Re2', 'Kg4', 'Rg2', 'e4', 'Re2', 'Kf3', 'Rc2', 'e3', 'g4', 'e2', 'Rxe2', 'Kxe2', 'h5', 'Kd3', 'g5', 'Rxh5', 'g6', 'Rg5', 'b4', 'Rxg6', 'c5', 'b5', 'Kb3', 'Kd4', 'a4', 'a6', 'axb5', 'axb5', 'c6', 'Rxc6', 'Kb2', 'Rc4', 'Kb3', 'Kd3', 'Kb2', 'Rxb4+', 'Kc1', 'Ke2', 'Kc2', 'Rd4', 'Kc3', 'b4+', 'Kxd4', 'b3', 'Kc3', 'b2', 'Kxb2']",121
56,D00,,maximaan,Sambacamati,297,305,1/2-1/2,300,Game drawn by timeout vs insufficient material,2025.06.17,"['d4', 'd5', 'Bf4', 'Bf5', 'e3', 'c6', 'Bd3', 'Qa5+', 'c3', 'Nf6', 'Bxf5', 'g6', 'Bh3', 'Ne4', 'f3', 'Nf6', 'Ne2', 'h6', 'O-O', 'g5', 'Be5', 'Bg7', 'g4', 'Nfd7', 'Bxg7', 'Rg8', 'Bxh6', 'Rh8', 'Bxg5', 'Rxh3', 'Nf4', 'Rh8', 'Nd2', 'c5', 'e4', 'cxd4', 'cxd4', 'dxe4', 'Nxe4', 'f5', 'Nc5', 'Nxc5', 'dxc5', 'Qxc5+', 'Kg2', 'fxg4', 'fxg4', 'Qxg5', 'Qa4+', 'Nd7', 'Ne6', 'Qd5+', 'Rf3', 'Qxe6', 'Raf1', 'Qd5', 'g5', 'Qd6', 'Qf4', 'Rc8', 'Qxd6', 'exd6', 'g6', 'Rg8', 'Rg3', 'Ne5', 'g7', 'Rc2+', 'Rf2', 'Rc4', 'b3', 'Rc8', 'h4', 'Rd8', 'h5', 'Nf7', 'Kf1', 'd5', 'Rh2', 'd4', 'h6', 'Nxh6', 'Rxh6', 'd3', 'Rh8', 'Rxh8', 'gxh8=Q+', 'Ke7', 'Rg7+', 'Kf6', 'Qxd8+', 'Kxg7', 'Qa8', 'd2', 'Ke2', 'd1=Q+', 'Kxd1', 'Kg6', 'Qxb7', 'Kf5', 'Qxa7', 'Ke4', 'Qa4+', 'Kd5', 'b4', 'Kc4', 'b5+', 'Kc5', 'Qa5', 'Kd5', 'b6+', 'Kc6', 'Qa6', 'Kd6', 'b7+', 'Kd5', 'b8=Q', 'Ke4']",118
57,B15,,Michael-15dj,maximaan,294,306,0-1,300,maximaan won by resignation,2025.06.17,"['e4', 'c6', 'Nc3', 'd5', 'd4', 'e6', 'f4', 'Nf6', 'e5', 'Ne4', 'Nxe4', 'dxe4', 'Qe2', 'Qxd4']",14
58,B10,,BhanuNoah10,maximaan,278,314,0-1,300,maximaan won by resignation,2025.06.17,"['e4', 'c6', 'Qf3', 'd5', 'exd5', 'cxd5', 'd4', 'e6', 'Nc3', 'b6', 'Bb5+', 'Nd7', 'Bf4', 'Bb7', 'Nge2', 'a6', 'Be5', 'axb5', 'Qg3', 'b4', 'Nb5', 'Nxe5', 'Qxe5', 'Ra5', 'Nc7+', 'Ke7', 'Nf4', 'f6', 'Ncxd5+', 'Qxd5', 'Nxd5+', 'Bxd5', 'Qc7+', 'Ke8', 'Qxb6', 'Ra8', 'Qxb4', 'Bxb4+', 'c3', 'Bd6', 'O-O', 'Nh6', 'b4', 'Ng4', 'h3', 'Nh2']",46
